"gene.name","SRR3396381.amphotericin_B","SRR3396382.amphotericin_B","SRR3396384.amphotericin_B","SRR3396385.control","SRR3396386.control","SRR3396387.control","amphotericin_B.average","control.average","amphotericin_B.control.average","baseMean","log2FC","lfcSE","stat","pval","padj"
"ENA5",41654.4940454885,42907.7152407607,41837.6307377094,17568.6044343201,17001.0438746987,19470.9175020285,42133.2800079862,18013.5219370157,30073.400972501,30073.400972501,1.22589843170623,0.074958635864614,16.3543321935631,4.05125273542837e-60,7.20811352080448e-58
"FAL1",240.285646421768,176.936970799214,253.291175161408,504.03386602938,565.592457670993,392.937190552985,223.504597460797,487.521171417786,355.512884439291,355.512884439291,-1.12578313580271,0.191163362904647,-5.88911556428446,3.88267878440455e-09,6.29483833761289e-08
"ENO1",22570.7550744122,27289.2789030945,18717.933247602,53668.5179870763,48026.3778558636,55855.7284003974,22859.3224083696,52516.8747477791,37688.0985780743,37688.0985780743,-1.20000726972047,0.130001121061855,-9.23074554987487,2.68754660158289e-20,1.17288590367193e-18
"YDL114W",12.6466129695668,6.99750731974291,10.4352169542153,4.03227092823504,4.62085341234472,2.93236709367899,10.0264457478417,3.86183047808625,6.94413811296396,6.94413811296396,1.37012676324666,0.820280317766453,1.67031529779648,0.0948569980616965,0.193024255000033
"DAL1",605.887730451062,474.830853839698,649.82941942159,213.710359196457,257.843620408835,213.085342140673,576.849334570783,228.213107248655,402.531220909719,402.531220909719,1.33686143418196,0.164210811317934,8.14112921952268,3.9160816334161e-16,1.34523220070665e-14
"UTP23",577.145428247501,429.846878212779,706.748784626401,1340.73008363815,1414.90531485995,918.808356019417,571.247030362227,1224.81458483917,898.0308076007,898.0308076007,-1.10014572187661,0.199728997536955,-5.50819227775405,3.62537300444692e-08,4.77352244361617e-07
"NIP7",1133.59639890844,903.678088149656,1429.6247227275,2481.86275632867,2595.99544705526,1863.03056018405,1155.63306992853,2313.62958785599,1734.63132889226,1734.63132889226,-1.00123029022905,0.173003139839687,-5.78735328825151,7.15040909509837e-09,1.10751537301088e-07
"snR34",22.9938417628486,48.9825512382004,27.5110265156586,65.5244025838193,56.3744116306056,86.0161014145837,33.1624731722359,69.3049718763362,51.233722524286,51.233722524286,-1.0581155885319,0.37726652189388,-2.80468986015549,0.00503650155788389,0.0175368397531866
"PYC2",20983.0303006875,18138.5386166764,19237.7967831393,7491.9593846607,8714.00536499967,9475.45553537471,19453.1219001678,8560.47342834503,14006.7976642564,14006.7976642564,1.18416519601212,0.103787769346059,11.409486912314,3.74934358856564e-30,2.65476481235275e-28
"ARG4",55911.8256305428,57252.6052462337,55494.4837625171,8448.61566238446,8081.87261819091,11376.6068677766,56219.6382130978,9302.36504945065,32761.0016312742,32761.0016312742,2.59542413580774,0.123967736940298,20.9362871329795,2.50215110127795e-97,1.24017332084055e-94
"MRD1",878.364755340818,571.796312413278,992.294266737202,1865.93337204076,2096.01910783956,1349.86631879023,814.151778163766,1770.60626622352,1292.37902219364,1292.37902219364,-1.12096040725219,0.203537924018197,-5.50737860111008,3.64216408358976e-08,4.78654859394495e-07
"RGS2",718.55755508902,630.775302679682,702.005504192667,407.259363751739,267.085327233525,318.650557513117,683.779453987123,330.998416166127,507.388935076625,507.388935076625,1.04774095610789,0.162991682532061,6.42818664014832,1.29135128802843e-10,2.65109070639919e-09
"TRP3",8725.01325691292,8355.02373977304,8911.67527889988,3899.20598760328,3899.07610933647,4124.86304510845,8663.90409186194,3974.38171401607,6319.14290293901,6319.14290293901,1.12430913833697,0.0681808366146861,16.4901047590665,4.32199480558927e-61,7.89218998841683e-59
